"site","dos","date","number","genID","fieldPlantID","plantFamily","finalPlantID","samplingDay","samplingRound","collector","temp.id","order","family","genus","subgenus","species","subspecies","sex","determiner","dateDetermined","author"
"PL",30,"8/9/12","129","bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_129","Hymenoptera","Andrenidae","Andrena",NA,"apacheorum","","f","J.S. Ascher","2013","Cockerell"
"PL",30,"8/9/12","115","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_115","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","116","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_116","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","117","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_117","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","118","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_118","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","119","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_119","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","120","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_120","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","121","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_121","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","125","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_125","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","126","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_126","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","127","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_127","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","251","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_251","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","252","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_252","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","253","honey bee","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_253","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",30,"8/9/12","130","bumble bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_130","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",30,"8/9/12","131","bumble bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_131","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",30,"8/9/12","132","bumble bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_132","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",30,"8/9/12","133","bumble bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_133","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",30,"8/9/12","134","bumble bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_134","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",30,"8/9/12","135","bumble bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_135","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",30,"8/9/12","248","bumble bee","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_248","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",30,"8/9/12","250","bumble bee","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_250","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",30,"8/9/12","357","skipper","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_357","Lepidoptera","Hesperiidae","Hesperia",NA,"comma","","","L.Ponisio","2013","Linnaeus"
"PL",30,"8/9/12","374","skipper","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_374","Lepidoptera","Hesperiidae","Hesperia",NA,"comma","","","L.Ponisio","2013","Linnaeus"
"PL",30,"8/9/12","375","skipper","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_375","Lepidoptera","Hesperiidae","Hesperia",NA,"comma","","","L.Ponisio","2013","Linnaeus"
"PL",30,"8/9/12","114","bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",30,"8/9/12","122","bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_122","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",30,"8/9/12","123","bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_123","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",30,"8/9/12","128","bee","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",30,"8/9/12","247","bee","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",30,"8/9/12","249","bee","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_249","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",30,"8/9/12","356","moth","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",30,"8/9/12","373","skipper","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",30,"8/9/12","354","speyeria","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_354","Lepidoptera","Nymphalidae","Speyeria",NA,"atlantis","","","L.Ponisio","2013","Edwards"
"PL",30,"8/9/12","389","speyeria","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_389","Lepidoptera","Nymphalidae","Speyeria",NA,"atlantis","","","L.Ponisio","2013","Edwards"
"PL",30,"8/9/12","390","speyeria","thistle","Asteraceae","Cirsium parryi",1,1,"HLS","PL_080912_390","Lepidoptera","Nymphalidae","Speyeria",NA,"atlantis","","","L.Ponisio","2013","Edwards"
"PL",30,"8/9/12","399","speyeria","thistle","Asteraceae","Cirsium parryi",1,1,"LCP","PL_080912_399","Lepidoptera","Nymphalidae","Speyeria",NA,"atlantis","","","L.Ponisio","2013","Edwards"
"PL",31,"8/10/12","10","honey bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_10","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","216","honey bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_216","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","217","honey bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_217","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","223","honey bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_223","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","228","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_228","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","250","honey bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_250","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","251","honey bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_251","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","253","honey bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_253","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","255","honey bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_255","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",31,"8/10/12","7","bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_7","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",31,"8/10/12","8","bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_8","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",31,"8/10/12","12","bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_12","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",31,"8/10/12","15","bumble bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_15","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",31,"8/10/12","16","bumble bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_16","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",31,"8/10/12","248","bumble bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_248","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",31,"8/10/12","252","bumble bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_252","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",31,"8/10/12","287","bumble bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_287","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",31,"8/10/12","227","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_227","Hymenoptera","Halictidae","Lasioglossum","Lasioglossum","sisymbrii","","","J.S. Ascher","2013","Cockerell"
"PL",31,"8/10/12","247","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_247","Hymenoptera","Megachilidae","Megachile","","fidelis","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","6","bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_6","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","11","bumble bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","13","wasp","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","14","wasp","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","17","bee","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_17","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","18","moth","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","218","small dark bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_218","Hymenoptera","Halictidae","Lasioglossum","Dialictus","ruidosense","","f","J.S. Ascher","2013","Cockerell"
"PL",31,"8/10/12","219","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_219","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","220","fly","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","221","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","222","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","224","wasp","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","225","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_225","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","226","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_226","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","246","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_246","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","249","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","254","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_254","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","256","bee","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_256","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",31,"8/10/12","305","moth","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","307","moth","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","308","moth","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",31,"8/10/12","315","speyeria","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_315","Lepidoptera","Nymphalidae","Speyeria",NA,"atlantis","","","L.Ponisio","2013","Edwards"
"PL",31,"8/10/12","316","speyeria","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_316","Lepidoptera","Nymphalidae","Speyeria",NA,"atlantis","","","L.Ponisio","2013","Edwards"
"PL",31,"8/10/12","317","speyeria","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_317","Lepidoptera","Nymphalidae","Speyeria",NA,"atlantis","","","L.Ponisio","2013","Edwards"
"PL",31,"8/10/12","340","speyeria","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_340","Lepidoptera","Nymphalidae","Speyeria",NA,"atlantis","","","L.Ponisio","2013","Edwards"
"PL",31,"8/10/12","318","vanessa","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_318","Lepidoptera","Nymphalidae","Vanessa",NA,"cardui","","","L.Ponisio","2013","Linnaeus"
"PL",31,"8/10/12","341","vanessa","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_341","Lepidoptera","Nymphalidae","Vanessa",NA,"cardui","","","L.Ponisio","2013","Linnaeus"
"PL",31,"8/10/12","342","vanessa","thistle","Asteraceae","Cirsium parryi",2,2,"HLS","PL_081012_342","Lepidoptera","Nymphalidae","Vanessa",NA,"cardui","","","L.Ponisio","2013","Linnaeus"
"PL",31,"8/10/12","9","syrphid","thistle","Asteraceae","Cirsium parryi",2,2,"LCP","PL_081012_9","Diptera","Syrphidae","Copestylum",NA,"violaceum","","","M. Hauser","2013","Say"
"PL",32,"8/11/12","29","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_29","Hymenoptera","Andrenidae","Andrena",NA,"apacheorum","","f","J.S. Ascher","2013","Cockerell"
"PL",32,"8/11/12","128","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_128","Hymenoptera","Andrenidae","Andrena",NA,"apacheorum","","f","J.S. Ascher","2013","Cockerell"
"PL",32,"8/11/12","154","bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_154","Hymenoptera","Andrenidae","Andrena",NA,"apacheorum","","f","J.S. Ascher","2013","Cockerell"
"PL",32,"8/11/12","5","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_5","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","6","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_6","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","9","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_9","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","10","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_10","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","11","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_11","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","12","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_12","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","16","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_16","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","27","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_27","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","38","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_38","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","39","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_39","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","44","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_44","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","138","bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_138","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","141","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_141","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","146","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_146","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","225","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_225","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","226","honey bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_226","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","4","carpenter bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_4","Hymenoptera","Apidae","Xylacopa","","californica","arizonensis","","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","139","carpenter bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_139","Hymenoptera","Apidae","Xylacopa","","californica","arizonensis","","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","2","bumble bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_2","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","3","bumble bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_3","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","7","bumble bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_7","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","28","bumble bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_28","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","136","bumble bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_136","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","137","bumble bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_137","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","147","bumble bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_147","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","155","bumble bee","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_155","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","285","vanessa","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_285","Lepidoptera","Hesperiidae","Hesperia",NA,"pahaska","","","L.Ponisio","2013","Leussler"
"PL",32,"8/11/12","264","blue","thistle","Asteraceae","Cirsium parryi",3,3,"LCP","PL_081112_264","Lepidoptera","Lycaenidae","Hemiargus",NA,"isola","","","L.Ponisio","2013","Reakirt"
"PL",32,"8/11/12","1","wasp","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","8","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_8","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","13","small dark bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_13","Hymenoptera","Halictidae","Lasioglossum","Dialictus","ruidosense","","m","J.S. Ascher","2013","Cockerell"
"PL",32,"8/11/12","14","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","15","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_15","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","17","fly","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","18","fly","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","19","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_19","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","20","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_20","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","21","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","22","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","23","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","24","bombyliid","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","25","fly","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","26","fly","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","30","wasp","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","31","fly","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","32","wasp","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_32","Hymenoptera","Vespidae","Ancistrocerus","","tuberculocephalus","","","J. Carpenter","2013","Saussure"
"PL",32,"8/11/12","33","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_33","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","34","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_34","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","35","bee","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_35","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","36","wasp","thistle","Asteraceae","Cirsium parryi",3,3,"HLS","PL_081112_36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
