"site","dos","date","number","genID","order","family","genus","subgenus","species","subspecies","sex","fieldPlantID","plantFamily","finalPlantID","samplingDay","sampingRound","collector","determiner","dateDetermined","author","temp.id"
"JC",5,"7/15/12","140","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","J.S. Ascher","2013",NA,"JC_071512_140"
"JC",5,"7/15/12","141","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","","",NA,"JC_071512_141"
"JC",5,"7/15/12","143","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","","",NA,"JC_071512_143"
"JC",5,"7/15/12","150","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","J.S. Ascher","2013",NA,"JC_071512_150"
"JC",5,"7/15/12","151","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","laevissimum","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","J.S. Ascher","2013",NA,"JC_071512_151"
"JC",5,"7/15/12","153","fly",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","","",NA,"JC_071512_153"
"JC",5,"7/15/12","154","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","laevissimum","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","J.S. Ascher","2013",NA,"JC_071512_154"
"JC",5,"7/15/12","155","small dark bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","","",NA,"JC_071512_155"
"JC",5,"7/15/12","164","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","coreopsis","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","","2013",NA,"JC_071512_164"
"JC",5,"7/15/12","166","bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","","",NA,"JC_071512_166"
"JC",5,"7/15/12","168","small dark bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","","",NA,"JC_071512_168"
"JC",5,"7/15/12","169","small dark bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","","",NA,"JC_071512_169"
"JC",5,"7/15/12","172","skipper",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","","",NA,"JC_071512_172"
"JC",5,"7/15/12","175","moth",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","","",NA,"JC_071512_175"
"JC",5,"7/15/12","19","satyrid","Lepidoptera","Nymphalidae","Cercyonis","","oetus","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_19"
"JC",5,"7/15/12","15","nymphalid","Lepidoptera","Nymphalidae","Vanessa","","carye","annabella","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Field","JC_071512_15"
"JC",5,"7/15/12","2","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_2"
"JC",5,"7/15/12","3","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_3"
"JC",5,"7/15/12","4","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_4"
"JC",5,"7/15/12","5","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_5"
"JC",5,"7/15/12","6","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_6"
"JC",5,"7/15/12","16","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_16"
"JC",5,"7/15/12","17","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_17"
"JC",5,"7/15/12","18","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_18"
"JC",5,"7/15/12","14","small sulfur","Lepidoptera","Pieridae","Nathalis","","iole","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval","JC_071512_14"
"JC",5,"7/15/12","7","white","Lepidoptera","Pieridae","Pontia","","protodice","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval & Leconte","JC_071512_7"
"JC",5,"7/15/12","8","white","Lepidoptera","Pieridae","Pontia","","protodice","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","L. Ponisio","2013","Boisduval & Leconte","JC_071512_8"
"JC",5,"7/15/12","115","fly","Diptera","Syrphidae","Arctophila","","flagrans","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","M. Hauser","2013","Osten Sacken","JC_071512_115"
"JC",5,"7/15/12","59","bee","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","M. Hauser","2013","Osten Sacken","JC_071512_59"
"JC",5,"7/15/12","126","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","M. Hauser","2013","Osten Sacken","JC_071512_126"
"JC",5,"7/15/12","130","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","M. Hauser","2013","Osten Sacken","JC_071512_130"
"JC",5,"7/15/12","132","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","M. Hauser","2013","Osten Sacken","JC_071512_132"
"JC",5,"7/15/12","57","syrphid","Diptera","Syrphidae","Lejops","","polygrammus","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","M. Hauser","2013","Loew","JC_071512_57"
"JC",5,"7/15/12","167","syrphid","Diptera","Syrphidae","Platycheirus","","stegnus","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"HLS","M. Hauser","2013","Say","JC_071512_167"
"JC",5,"7/15/12","58","syrphid","Diptera","Syrphidae","Xylota","","sp.","b","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",4,1,"LCP","M. Hauser","2013","","JC_071512_58"
"JC",6,"7/16/12","28","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","R.W. Thorp","2013","Cresson","JC_071612_28"
"JC",6,"7/16/12","94","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","R.W. Thorp","2013","Cresson","JC_071612_94"
"JC",6,"7/16/12","95","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","R.W. Thorp","2013","Cresson","JC_071612_95"
"JC",6,"7/16/12","96","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","R.W. Thorp","2013","Cresson","JC_071612_96"
"JC",6,"7/16/12","97","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","R.W. Thorp","2013","Cresson","JC_071612_97"
"JC",6,"7/16/12","66","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","m","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","J.S. Ascher","2013","Cockerell","JC_071612_66"
"JC",6,"7/16/12","103","bombyliid","Hymenoptera","Halictidae","Agapostemen","","angelicus","","m","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013","Cockerell","JC_071612_103"
"JC",6,"7/16/12","113","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013","Cockerell","JC_071612_113"
"JC",6,"7/16/12","47","wasp","Hymenoptera","Halictidae","Sphecodes","","sp.","b","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013","","JC_071612_47"
"JC",6,"7/16/12","58","skipper","Lepidoptera","Hesperiidae","Garisma","","garita","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","L. Ponisio","2013","Reakirt","JC_071612_58"
"JC",6,"7/16/12","139","skipper","Lepidoptera","Hesperiidae","Garisma","","garita","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","L. Ponisio","2013","Reakirt","JC_071612_139"
"JC",6,"7/16/12","142","skipper","Lepidoptera","Hesperiidae","Garisma","","garita","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","L. Ponisio","2013","Reakirt","JC_071612_142"
"JC",6,"7/16/12","143","skipper","Lepidoptera","Hesperiidae","Polites","","draco","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","L. Ponisio","2013","Edwards","JC_071612_143"
"JC",6,"7/16/12","99","bee","Hymenoptera","Megachilidae","Coelioxys","","sodalis","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013","Cresson","JC_071612_99"
"JC",6,"7/16/12","26","bumble bee","Hymenoptera","Megachilidae","Megachile","","relativa","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","J.S. Ascher","2013","Cresson","JC_071612_26"
"JC",6,"7/16/12","16","skipper",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_16"
"JC",6,"7/16/12","17","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_17"
"JC",6,"7/16/12","18","bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_18"
"JC",6,"7/16/12","19","fly",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_19"
"JC",6,"7/16/12","21","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_21"
"JC",6,"7/16/12","24","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","J.S. Ascher","2013",NA,"JC_071612_24"
"JC",6,"7/16/12","29","bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_29"
"JC",6,"7/16/12","30","bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_30"
"JC",6,"7/16/12","31","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_31"
"JC",6,"7/16/12","32","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_32"
"JC",6,"7/16/12","33","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_33"
"JC",6,"7/16/12","34","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_34"
"JC",6,"7/16/12","35","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","laevissimum","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_35"
"JC",6,"7/16/12","36","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_36"
"JC",6,"7/16/12","37","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_37"
"JC",6,"7/16/12","41","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_41"
"JC",6,"7/16/12","42","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_42"
"JC",6,"7/16/12","44","bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_44"
"JC",6,"7/16/12","46","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_46"
"JC",6,"7/16/12","52","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_52"
"JC",6,"7/16/12","54","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","J.S. Ascher","2013",NA,"JC_071612_54"
"JC",6,"7/16/12","55","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_55"
"JC",6,"7/16/12","60","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_60"
"JC",6,"7/16/12","62","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_62"
"JC",6,"7/16/12","65","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_65"
"JC",6,"7/16/12","68","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","","",NA,"JC_071612_68"
"JC",6,"7/16/12","91","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_91"
"JC",6,"7/16/12","93","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_93"
"JC",6,"7/16/12","98","bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_98"
"JC",6,"7/16/12","100","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","tristis","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","2013",NA,"JC_071612_100"
"JC",6,"7/16/12","101","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_101"
"JC",6,"7/16/12","102","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_102"
"JC",6,"7/16/12","104","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_104"
"JC",6,"7/16/12","105","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_105"
"JC",6,"7/16/12","106","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_106"
"JC",6,"7/16/12","107","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_107"
"JC",6,"7/16/12","108","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_108"
"JC",6,"7/16/12","115","bombyliid",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_115"
"JC",6,"7/16/12","116","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","ruidosense","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_116"
"JC",6,"7/16/12","117","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_117"
"JC",6,"7/16/12","118","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_118"
"JC",6,"7/16/12","119","wasp",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_119"
"JC",6,"7/16/12","120","bee",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_120"
"JC",6,"7/16/12","121","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_121"
"JC",6,"7/16/12","127","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","laevissimum","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_127"
"JC",6,"7/16/12","128","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","laevissimum","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","J.S. Ascher","2013",NA,"JC_071612_128"
"JC",6,"7/16/12","140","moth",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_140"
"JC",6,"7/16/12","141","moth",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_141"
"JC",6,"7/16/12","154","moth",NA,NA,NA,NA,NA,NA,"","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","","",NA,"JC_071612_154"
"JC",6,"7/16/12","4","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","L. Ponisio","2013","Boisduval","JC_071612_4"
"JC",6,"7/16/12","5","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","L. Ponisio","2013","Boisduval","JC_071612_5"
"JC",6,"7/16/12","8","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","L. Ponisio","2013","Boisduval","JC_071612_8"
"JC",6,"7/16/12","9","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","L. Ponisio","2013","Boisduval","JC_071612_9"
"JC",6,"7/16/12","10","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","L. Ponisio","2013","Boisduval","JC_071612_10"
"JC",6,"7/16/12","12","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","L. Ponisio","2013","Boisduval","JC_071612_12"
"JC",6,"7/16/12","7","sulfur","Lepidoptera","Pieridae","Nathalis","","iole","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","L. Ponisio","2013","Boisduval","JC_071612_7"
"JC",6,"7/16/12","13","white","Lepidoptera","Pieridae","Pontia","","protodice","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","L. Ponisio","2013","Boisduval & Leconte","JC_071612_13"
"JC",6,"7/16/12","43","fly","Diptera","Syrphidae","Arctophila","","flagrans","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","M. Hauser","2013","Osten Sacken","JC_071612_43"
"JC",6,"7/16/12","15","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","M. Hauser","2013","Osten Sacken","JC_071612_15"
"JC",6,"7/16/12","45","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","M. Hauser","2013","Osten Sacken","JC_071612_45"
"JC",6,"7/16/12","50","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","M. Hauser","2013","Osten Sacken","JC_071612_50"
"JC",6,"7/16/12","53","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","M. Hauser","2013","Osten Sacken","JC_071612_53"
"JC",6,"7/16/12","88","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","M. Hauser","2013","Osten Sacken","JC_071612_88"
"JC",6,"7/16/12","114","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"LCP","M. Hauser","2013","Osten Sacken","JC_071612_114"
"JC",6,"7/16/12","20","syrphid","Diptera","Syrphidae","Lapposyrphus","","lapponicus","","","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",5,1,"HLS","M. Hauser","2013","Zetterstedt","JC_071612_20"
"JC",7,"7/17/12","95","bee","Hymenoptera","Andrenidae","Andrena","","apacheorum","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","J.S. Ascher","2013","Cockerell","JC_071712_95"
"JC",7,"7/17/12","15","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus","","atricornis","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"HLS","J.S. Ascher","2013","Cresson","JC_071712_15"
"JC",7,"7/17/12","86","bee","Hymenoptera","Andrenidae","Pseudopanurgus","","atricornis","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","J.S. Ascher","2013","Cresson","JC_071712_86"
"JC",7,"7/17/12","103","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus","","atricornis","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","J.S. Ascher","2013","Cresson","JC_071712_103"
"JC",7,"7/17/12","93","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","R.W. Thorp","2013","Cresson","JC_071712_93"
"JC",7,"7/17/12","121","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","R.W. Thorp","2013","Cresson","JC_071712_121"
"JC",7,"7/17/12","124","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","R.W. Thorp","2013","Cresson","JC_071712_124"
"JC",7,"7/17/12","127","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","R.W. Thorp","2013","Cresson","JC_071712_127"
"JC",7,"7/17/12","165","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","R.W. Thorp","2013","Cresson","JC_071712_165"
"JC",7,"7/17/12","166","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","R.W. Thorp","2013","Cresson","JC_071712_166"
"JC",7,"7/17/12","172","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","R.W. Thorp","2013","Cresson","JC_071712_172"
"JC",7,"7/17/12","168","bumble bee","Hymenoptera","Apidae","Bombus","","rufocinctus","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","R.W. Thorp","2013","Cresson","JC_071712_168"
"JC",7,"7/17/12","107","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","f","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","J.S. Ascher","2013","Cockerell","JC_071712_107"
"JC",7,"7/17/12","108","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","m","Erigeron subtrinervis","Asteraceae","Erigeron subtrinervis",6,1,"LCP","J.S. Ascher","2013","Cockerell","JC_071712_108"
