site,date,number,genID,genSp,sex,fieldPlantID,finalPlantID,samplingDay,sampingRound,collector,determiner,dateDetermined,notes
SC,72612,23,wasp,,,Carrot,Cymopterus lemmonii,4,1,HLS,,,
SC,72612,24,wasp,,,Carrot,Cymopterus lemmonii,4,1,HLS,,,
SC,72612,25,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,26,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,27,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,28,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,29,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,30,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,31,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,32,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,33,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,34,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,35,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,36,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,37,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,38,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,39,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,40,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,41,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,42,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,43,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,44,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,45,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,46,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,47,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,48,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,49,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,50,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,51,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,52,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,53,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,54,fly,,,short senicio,Hymenoxys richardsonii,4,1,HLS,,,
SC,72612,55,wasp,,,short senicio,Hymenoxys richardsonii,4,1,HLS,,,
SC,72612,56,syrphid,,,short senicio,Hymenoxys richardsonii,4,1,HLS,,,
SC,72612,57,small dark bee,,,pink,Eremogone fendleri,4,1,HLS,,,
SC,72612,58,fly,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,59,sweat bee,,,orange dandilion,Agoseris aurantica,4,1,HLS,,,
SC,72612,60,sweat bee,,,Campanula rotundifolia,Campanula rotundifolia,4,1,HLS,,,
SC,72612,61,bee,,,Campanula rotundifolia,Campanula rotundifolia,4,1,HLS,,,
SC,72612,62,small dark bee,,,Campanula rotundifolia,Campanula rotundifolia,4,1,HLS,,,
SC,72612,63,wasp,,,short senicio,Hymenoxys richardsonii,4,1,HLS,,,
SC,72612,64,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,65,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,66,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,67,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,68,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,69,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,70,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,71,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,72,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,73,fly,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,74,wasp,,,Mountain spray,Holodiscus dumosus,4,1,HLS,,,
SC,72612,75,small dark bee,,,orange dandilion,Agoseris aurantica,4,1,HLS,,,
SC,72612,76,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,77,Chrysididae,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,78,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,79,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,80,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,81,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,82,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,83,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,84,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,85,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,86,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,87,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,88,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,89,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,90,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,91,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,92,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,93,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,94,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,95,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,96,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,97,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,98,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,99,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,100,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,HLS,,,
SC,72612,101,small dark bee,,,pink,Eremogone fendleri,4,1,HLS,,,
SC,72612,102,small dark bee,,,pink,Eremogone fendleri,4,1,HLS,,,
SC,72612,103,fly,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,104,bumble bee,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,105,syrphid,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,106,wasp,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,107,wasp,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,108,bombyliid,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,109,wasp,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,110,wasp,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,111,small dark bee,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,112,fly,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,113,bumble bee,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,114,bee,,,orange dandilion,Agoseris aurantica,4,1,LCP,,,
SC,72612,115,bee,,,pea,Oxytropis lambertii,4,1,LCP,,,
SC,72612,116,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,117,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,118,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,119,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,120,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,121,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,122,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,123,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,124,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,125,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,126,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,127,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,128,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,129,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,130,fly,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,131,fly,,,yarrow,Achillea millefolium,4,1,LCP,,,
SC,72612,132,wasp,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,133,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,134,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,135,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,136,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,137,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,138,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,139,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,140,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,141,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,142,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,143,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,144,fly,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,145,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,146,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,147,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,148,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,149,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,150,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,151,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,152,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,153,small dark bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,154,small dark bee,,,purple pen,Penstemon strictus,4,1,LCP,,,
SC,72612,155,bumble bee,,,purple pen,Penstemon strictus,4,1,LCP,,,
SC,72612,156,bumble bee,,,purple pen,Penstemon strictus,4,1,LCP,,,
SC,72612,157,bumble bee,,,purple pen,Penstemon strictus,4,1,LCP,,,
SC,72612,158,bee,,,purple pen,Penstemon strictus,4,1,LCP,,,
SC,72612,159,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,160,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,161,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,162,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,163,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,164,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,165,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,166,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,167,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,168,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,169,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,170,wasp,,,carrot,Cymopterus lemmonii,4,1,LCP,,,
SC,72612,171,syrphid,,,short senicio,Hymenoxys richardsonii,4,1,LCP,,,
SC,72612,172,bumble bee,,,short senicio,Hymenoxys richardsonii,4,1,LCP,,,
SC,72612,173,wasp,,,short senicio,Hymenoxys richardsonii,4,1,LCP,,,
SC,72612,174,bumble bee,,,short senicio,Hymenoxys richardsonii,4,1,LCP,,,
SC,72612,175,wasp,,,short senicio,Hymenoxys richardsonii,4,1,LCP,,,
SC,72612,176,wasp,,,short senicio,Hymenoxys richardsonii,4,1,LCP,,,
SC,72612,177,wasp,,,short senicio,Hymenoxys richardsonii,4,1,LCP,,,
SC,72612,178,wasp,,,short senicio,Hymenoxys richardsonii,4,1,LCP,,,
SC,72612,179,wasp,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,180,bumble bee,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,181,syrphid,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,182,syrphid,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,183,small dark bee,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,184,bumble bee,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,185,wasp,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,186,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,187,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,188,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,189,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,190,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,191,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,192,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,193,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,194,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,195,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,196,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,197,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,198,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,199,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,200,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,201,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,202,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,203,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,204,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,205,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,206,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,207,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,208,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,209,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,210,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,211,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,212,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,213,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,214,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,215,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,216,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,217,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,218,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,219,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,220,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,221,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,222,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,223,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,224,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,225,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,226,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,227,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,228,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,229,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,230,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,231,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,232,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,233,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,234,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,235,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,236,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,237,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,238,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,239,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,240,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,241,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,242,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,243,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,244,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,245,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,246,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,247,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,248,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,249,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,250,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,251,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,252,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,253,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,254,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,255,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,256,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,257,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,258,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,259,bombyliid,,,pink,Eremogone fendleri,4,1,LCP,,,
SC,72612,260,small dark bee,,,pink,Eremogone fendleri,4,1,LCP,,,
SC,72612,261,small dark bee,,,4 o'clock,Mirabilis oblongifolia,4,1,LCP,,,
SC,72612,262,small dark bee,,,4 o'clock,Mirabilis oblongifolia,4,1,LCP,,,
SC,72612,263,small dark bee,,,4 o'clock,Mirabilis oblongifolia,4,1,LCP,,,
SC,72612,264,small dark bee,,,4 o'clock,Mirabilis oblongifolia,4,1,LCP,,,
SC,72612,265,small dark bee,,,4 o'clock,Mirabilis oblongifolia,4,1,LCP,,,
SC,72612,266,small dark bee,,,4 o'clock,Mirabilis oblongifolia,4,1,LCP,,,
SC,72612,267,small dark bee,,,4 o'clock,Mirabilis oblongifolia,4,1,LCP,,,
SC,72612,268,wasp,,,4 o'clock,Mirabilis oblongifolia,4,1,LCP,,,
SC,72612,269,bee,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,270,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,271,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,272,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,273,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,274,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,275,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,276,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,277,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,278,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,279,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,280,bee,,,Goldenrod,Solidago multiradiata,4,1,LCP,,,
SC,72612,281,Sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,4,1,LCP,,,
SC,72612,282,speyeria,,,wall flower,Erysimum capitatum,4,1,LCP,,,
SC,72612,283,sulfur,,,wall flower,Erysimum capitatum,4,1,LCP,,,
SC,72612,284,speyeria,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72612,285,blue,,,Potentilla hippiana,Potentilla hippiana,4,1,HLS,,,
SC,72612,286,syrphid,,,Potentilla hippiana,Potentilla hippiana,4,1,LCP,,,
SC,72712,1,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,2,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,3,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,4,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,5,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,6,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,7,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,8,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,9,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,10,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,11,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,12,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,13,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,14,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,15,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,16,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,17,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,18,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,19,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,20,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,21,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,22,Sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,23,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,24,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,25,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,26,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,27,Sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,28,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,29,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,30,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,31,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
SC,72712,32,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,5,1,HLS,,,
