"Site","Year","SampleRound","GenusSpecies","Abundance","SpParasitismRate"
"JC",2017,1,"Lasioglossum lusorium",3,NA
"JC",2017,1,"Lasioglossum obnubilum",9,NA
"JC",2017,1,"Lasioglossum pacatum/viridatulum",1,NA
"JC",2017,1,"Lasioglossum ruidosense cf.",2,NA
"JC",2017,1,"Lasioglossum semicaeruleum",11,NA
"JC",2017,1,"Megachile melanophaea",10,NA
"JC",2017,1,"Megachile melanophaea rohweri",1,NA
"JC",2017,1,"Megachile relativa",1,NA
"JC",2017,1,"Melissodes tristis",1,NA
"JC",2017,1,"Osmia albolateralis",1,NA
"JC",2017,1,"Osmia bucephala",4,NA
"JC",2017,1,"Pipizini sp. a",1,NA
"JC",2017,1,"Sphecodes sp. b",9,NA
"JC",2017,1,"Volucella facialis",1,NA
"JC",2017,2,"Agapostemon angelicus",6,NA
"JC",2017,2,"Anthidium tenuiflorae",1,NA
"JC",2017,2,"Anthophora terminalis",6,NA
"JC",2017,2,"Anthophora urbana",5,NA
"JC",2017,2,"Bombus appositus",1,NA
"JC",2017,2,"Bombus bifarius",5,NA
"JC",2017,2,"Bombus centralis",1,NA
"JC",2017,2,"Bombus flavifrons",4,NA
"JC",2017,2,"Bombus occidentalis",1,NA
"JC",2017,2,"Bombus rufocinctus",19,NA
"JC",2017,2,"Ceratina nanula",1,NA
"JC",2017,2,"Cheilosia sp. a",5,NA
"JC",2017,2,"Colletes nigrifrons",3,NA
"JC",2017,2,"Dufourea fimbriata",2,NA
"JC",2017,2,"Dufourea harveyi",1,NA
"JC",2017,2,"Dufourea maura",1,NA
"JC",2017,2,"Eristalis stipator",13,NA
"JC",2017,2,"Eupeodes volucris",1,NA
"JC",2017,2,"Halictus ligatus",2,NA
"JC",2017,2,"Halictus rubicundus",1,NA
"JC",2017,2,"Hylaeus annulatus",1,NA
"JC",2017,2,"Hylaeus basalis",2,NA
"JC",2017,2,"Lasioglossum Z17",1,NA
"JC",2017,2,"Lasioglossum aff. perparvum",8,NA
"JC",2017,2,"Lasioglossum desertum",1,NA
"JC",2017,2,"Lasioglossum knereri*",1,NA
"JC",2017,2,"Lasioglossum obnubilum",3,NA
"JC",2017,2,"Lasioglossum occidentale",1,NA
"JC",2017,2,"Lasioglossum ruidosense cf.",5,NA
"JC",2017,2,"Lasioglossum semicaeruleum",7,NA
"JC",2017,2,"Lasioglossum sisymbrii",2,NA
"JC",2017,2,"Lasioglossum sp. 1",1,NA
"JC",2017,2,"Megachile frigida",1,NA
"JC",2017,2,"Megachile melanophaea",26,NA
"JC",2017,2,"Melissodes tristis",3,NA
"JC",2017,2,"Nomada sp. c",1,NA
"JC",2017,2,"Osmia juxta",1,NA
"JC",2017,2,"Sphecodes sp. b",3,NA
"JC",2017,2,"Volucella facialis",1,NA
"JC",2017,3,"Agapostemon angelicus",16,NA
"JC",2017,3,"Anthidium sonorense",1,NA
"JC",2017,3,"Anthophora montana",1,NA
"JC",2017,3,"Anthophora terminalis",1,NA
"JC",2017,3,"Bombus appositus",2,NA
"JC",2017,3,"Bombus bifarius",24,NA
"JC",2017,3,"Bombus centralis",9,NA
"JC",2017,3,"Bombus flavifrons",7,NA
"JC",2017,3,"Bombus morrisoni",1,NA
"JC",2017,3,"Bombus nevadensis",2,NA
"JC",2017,3,"Bombus rufocinctus",55,NA
"JC",2017,3,"Cheilosia sp. a",2,NA
"JC",2017,3,"Chrysotoxum sp. a",2,NA
"JC",2017,3,"Colletes gilensis",1,NA
"JC",2017,3,"Colletes lutzi lutzi",1,NA
"JC",2017,3,"Copestylum avidum",1,NA
"JC",2017,3,"Dufourea maura",2,NA
"JC",2017,3,"Eristalis stipator",9,NA
"JC",2017,3,"Halictus ligatus",1,NA
"JC",2017,3,"Halictus rubicundus",2,NA
"JC",2017,3,"Hylaeus annulatus",1,NA
"JC",2017,3,"Hylaeus mesillae",1,NA
"JC",2017,3,"Hylaeus wootoni",2,NA
"JC",2017,3,"Lasioglossum M2",1,NA
"JC",2017,3,"Lasioglossum aquilae",10,NA
"JC",2017,3,"Lasioglossum hudsoniellum",2,NA
"JC",2017,3,"Lasioglossum laevissimum",3,NA
"JC",2017,3,"Lasioglossum lusorium",2,NA
"JC",2017,3,"Lasioglossum obnubilum",19,NA
"JC",2017,3,"Lasioglossum pacatum/viridatulum",3,NA
"JC",2017,3,"Lasioglossum ruidosense",3,NA
"JC",2017,3,"Lasioglossum ruidosense cf.",18,NA
"JC",2017,3,"Lasioglossum semicaeruleum",12,NA
"JC",2017,3,"Lasioglossum sisymbrii",4,NA
"JC",2017,3,"Lasioglossum sp. 1",1,NA
"JC",2017,3,"Lasioglossum sp. 4",1,NA
"JC",2017,3,"Megachile frigida",3,NA
"JC",2017,3,"Megachile gemula",3,NA
"JC",2017,3,"Megachile melanophaea",4,NA
"JC",2017,3,"Megachile melanophaea rohweri",1,NA
"JC",2017,3,"Melissodes confusus",2,NA
"JC",2017,3,"Melissodes tristis",1,NA
"JC",2017,3,"Sphecodes sp. a",1,NA
"JC",2017,3,"Sphecodes sp. b",9,NA
"JC",2018,1,"Agapostemon angelicus",3,NA
"JC",2018,1,"Anthidium tenuiflorae",1,NA
"JC",2018,1,"Anthophora montana",3,1
"JC",2018,1,"Bombus bifarius",2,0
"JC",2018,1,"Bombus centralis",8,0.6
"JC",2018,1,"Bombus flavifrons",1,1
"JC",2018,1,"Bombus huntii",2,1
"JC",2018,1,"Bombus nevadensis",1,1
"JC",2018,1,"Bombus rufocinctus",2,1
"JC",2018,1,"Dufourea maura",1,NA
"JC",2018,1,"Eristalis stipator",1,NA
"JC",2018,1,"Eristalis tenax",1,NA
"JC",2018,1,"Eupeodes fumipennis",1,NA
"JC",2018,1,"Halictus confusus",1,NA
"JC",2018,1,"Halictus rubicundus",3,NA
"JC",2018,1,"Heringia sp. a",1,NA
"JC",2018,1,"Hylaeus annulatus",2,NA
"JC",2018,1,"Hylaeus mesillae",1,NA
"JC",2018,1,"Hylaeus sp. a",1,NA
"JC",2018,1,"Hylaeus sp. c",3,NA
"JC",2018,1,"Lapposyrphus lapponicus",1,NA
"JC",2018,1,"Lasioglossum aquilae",6,NA
"JC",2018,1,"Lasioglossum laevissimum",4,NA
"JC",2018,1,"Lasioglossum obnubilum",6,NA
"JC",2018,1,"Lasioglossum pacatum",4,NA
"JC",2018,1,"Lasioglossum ruidosense cf.",8,NA
"JC",2018,1,"Lasioglossum sp. s",1,NA
"JC",2018,1,"Megachile agustini",1,NA
"JC",2018,1,"Megachile gemula fulvogemula",2,0
"JC",2018,1,"Melissodes confusus",2,0
"JC",2018,1,"Scaeva affinis",1,NA
"JC",2018,1,"Sphecodes sp. b",1,NA
"JC",2018,1,"Syrphus opinator",1,NA
"JC",2018,2,"Anthidium tenuiflorae",1,NA
"JC",2018,2,"Anthophora terminalis",1,NA
"JC",2018,2,"Bombus bifarius",9,0.222222222222222
"JC",2018,2,"Bombus centralis",5,0.5
"JC",2018,2,"Bombus flavifrons",2,0
"JC",2018,2,"Bombus huntii",2,0
"JC",2018,2,"Bombus rufocinctus",1,0
"JC",2018,2,"Chrysotoxum sp. a",1,NA
"JC",2018,2,"Dufourea maura",2,NA
"JC",2018,2,"Eupeodes volucris",1,NA
"JC",2018,2,"Halictus ligatus",3,NA
"JC",2018,2,"Halictus rubicundus",2,NA
"JC",2018,2,"Lasioglossum aquilae",2,NA
"JC",2018,2,"Lasioglossum obnubilum",11,NA
"JC",2018,2,"Lasioglossum pacatum",8,NA
"JC",2018,2,"Lasioglossum ruidosense",3,NA
"JC",2018,2,"Lasioglossum ruidosense cf.",6,NA
"JC",2018,2,"Lasioglossum semicaeruleum",1,NA
"JC",2018,2,"Lassioglossum obnolium",3,NA
"JC",2018,2,"Melissodes confusus",1,NA
"JC",2018,2,"Parasyrphus relictus",1,NA
"JC",2018,2,"Platycheirus sp. a",1,NA
"JC",2018,2,"Scaeva affinis",2,NA
"JC",2018,2,"Sphecodes sp. a",1,NA
"JC",2018,2,"Sphecodes sp. b",4,NA
"JC",2021,1,"Agapostemon angelicus",1,NA
"JC",2021,1,"Allograpta obliqua",1,NA
"JC",2021,1,"Apis mellifera",7,0.285714285714286
"JC",2021,1,"Asemosyrphus polygrammus",2,NA
"JC",2021,1,"Bombus bifarius",30,0.916666666666667
"JC",2021,1,"Bombus centralis",17,0.625
"JC",2021,1,"Bombus mixtus",1,1
"JC",2021,1,"Bombus nevadensis",3,NA
"JC",2021,1,"Bombus rufocinctus",25,0.75
"JC",2021,1,"Bombus sonorus",1,1
"JC",2021,1,"Colletes nigrifrons",2,NA
"JC",2021,1,"Dasysyrphus sp. a",1,NA
"JC",2021,1,"Dufourea maura",19,NA
"JC",2021,1,"Eristalis stipator",47,NA
"JC",2021,1,"Eupeodes volucris",5,NA
"JC",2021,1,"Halictus rubicundus",3,NA
"JC",2021,1,"Halictus tripartitus",1,NA
"JC",2021,1,"Helophilus latifrons",2,NA
"JC",2021,1,"Hoplitis fulgida",1,NA
"JC",2021,1,"Hylaeus annulatus",1,NA
"JC",2021,1,"Hylaeus mesillae",1,NA
"JC",2021,1,"Lapposyrphus lapponicus",2,NA
"JC",2021,1,"Lasioglossum aquilae",9,NA
"JC",2021,1,"Lasioglossum obnubilum",1,NA
"JC",2021,1,"Lasioglossum pacatum/viridatulum",2,NA
"JC",2021,1,"Lasioglossum ruidosense",12,NA
"JC",2021,1,"Lasioglossum semicaeruleum",1,NA
"JC",2021,1,"Lasioglossum sisymbrii",5,NA
"JC",2021,1,"Lassioglossum obnolium",9,NA
"JC",2021,1,"Megachile frigida",3,NA
"JC",2021,1,"Megachile melanophaea rohweri",8,NA
"JC",2021,1,"Melissodes confusus",3,NA
"JC",2021,1,"Platycheirus sp. a",10,NA
"JC",2021,1,"Sericomyia flagrans",1,NA
"JC",2021,1,"Toxomerus marginatus",3,NA
"JC",2021,2,"Agapostemon angelicus",1,NA
"JC",2021,2,"Apis mellifera",7,0.714285714285714
"JC",2021,2,"Bombus bifarius",67,0.766666666666667
"JC",2021,2,"Bombus centralis",29,0.75
"JC",2021,2,"Bombus flavifrons",7,0.857142857142857
"JC",2021,2,"Bombus huntii",2,NA
"JC",2021,2,"Bombus mixtus",5,0.8
"JC",2021,2,"Bombus nevadensis",1,NA
"JC",2021,2,"Bombus rufocinctus",12,0.625
"JC",2021,2,"Bombus sonorus",2,0.5
"JC",2021,2,"Cheilosia sp. a",3,NA
"JC",2021,2,"Chrysogaster sp. a",2,NA
"JC",2021,2,"Dufourea maura",55,NA
"JC",2021,2,"Dufourea tinsleyi",1,NA
"JC",2021,2,"Eristalis stipator",4,NA
"JC",2021,2,"Eupeodes volucris",3,NA
"JC",2021,2,"Halictus tripartitus",1,NA
"JC",2021,2,"Hylaeus annulatus",8,NA
"JC",2021,2,"Hylaeus mesillae",1,NA
"JC",2021,2,"Lapposyrphus lapponicus",3,NA
"JC",2021,2,"Lasioglossum aquilae",1,NA
"JC",2021,2,"Lasioglossum pacatum",10,NA
"JC",2021,2,"Lasioglossum pacatum/viridatulum",4,NA
"JC",2021,2,"Lasioglossum ruidosense",7,NA
"JC",2021,2,"Lasioglossum ruidosense cf.",2,NA
"JC",2021,2,"Lasioglossum semicaeruleum",3,NA
"JC",2021,2,"Lassioglossum semicaeruleum",1,NA
"JC",2021,2,"Melissodes confusus",1,0
"JC",2021,2,"Platycheirus sp. a",1,NA
"JC",2021,2,"Sericomyia flagrans",3,NA
"JC",2021,2,"Toxomerus marginatus",14,NA
"MM",2012,1,"Agapostemon angelicus",2,NA
"MM",2012,1,"Anthidium maculosum",3,NA
"MM",2012,1,"Anthophora montana",5,NA
"MM",2012,1,"Anthophora urbana",24,NA
"MM",2012,1,"Apis mellifera",45,NA
"MM",2012,1,"Bombus centralis",1,NA
"MM",2012,1,"Bombus flavifrons",34,NA
"MM",2012,1,"Bombus huntii",104,NA
"MM",2012,1,"Bombus morrisoni",6,NA
"MM",2012,1,"Bombus rufocinctus",1,NA
"MM",2012,1,"Chamaesyrphus willistoni",12,NA
"MM",2012,1,"Chrysotoxum sp. a",105,NA
"MM",2012,1,"Colletes skinneri",3,NA
"MM",2012,1,"Copestylum anna",71,NA
"MM",2012,1,"Copestylum avidum",67,NA
"MM",2012,1,"Copestylum comstocki",2,NA
"MM",2012,1,"Copestylum haagii",5,NA
"MM",2012,1,"Copestylum lentum",84,NA
"MM",2012,1,"Copestylum mexicanum",1,NA
"MM",2012,1,"Copestylum victoria",1,NA
"MM",2012,1,"Copestylum violaceum",69,NA
"MM",2012,1,"Dasysyrphus sp. a",1,NA
"MM",2012,1,"Diadasia diminuta",1,NA
"MM",2012,1,"Didea fuscipes",3,NA
"MM",2012,1,"Eristalis stipator",4,NA
"MM",2012,1,"Eristalis tenax",1,NA
"MM",2012,1,"Eupeodes volucris",3,NA
"MM",2012,1,"Halictus tripartitus",1,NA
"MM",2012,1,"Lasioglossum perdifficile",1,NA
"MM",2012,1,"Lasioglossum ruidosense cf.",6,NA
"MM",2012,1,"Lasioglossum semicaeruleum",12,NA
"MM",2012,1,"Lasioglossum sisymbrii",4,NA
"MM",2012,1,"Lejops polygrammus",1,NA
"MM",2012,1,"Megachile comata",2,NA
"MM",2012,1,"Megachile frigida",4,NA
"MM",2012,1,"Megachile melanophaea rohweri",1,NA
"MM",2012,1,"Platycheirus spinipes",1,NA
"MM",2012,1,"Xylota sp. a",1,NA
"MM",2017,1,"Agapostemon angelicus",60,NA
"MM",2017,1,"Anthophora californica",1,NA
"MM",2017,1,"Anthophora montana",34,NA
"MM",2017,1,"Anthophora terminalis",1,NA
"MM",2017,1,"Anthophora urbana",44,NA
"MM",2017,1,"Apis mellifera",1,NA
"MM",2017,1,"Augochlorella sp. a",2,NA
"MM",2017,1,"Bombus centralis",5,NA
"MM",2017,1,"Bombus huntii",2,NA
"MM",2017,1,"Colletes eulophi",1,NA
"MM",2017,1,"Colletes scopiventer",1,NA
"MM",2017,1,"Colletes sp. 3",1,NA
"MM",2017,1,"Conanthalictus conanthi",1,NA
"MM",2017,1,"Copestylum avidum",1,NA
"MM",2017,1,"Copestylum lentum",2,NA
"MM",2017,1,"Diadasia australis",15,NA
"MM",2017,1,"Diadasia diminuta",2,NA
"MM",2017,1,"Eristalis stipator",13,NA
"MM",2017,1,"Eupeodes fumipennis",1,NA
"MM",2017,1,"Halictus ligatus",18,NA
"MM",2017,1,"Halictus tripartitus",15,NA
"MM",2017,1,"Hylaeus annulatus",1,NA
"MM",2017,1,"Hylaeus wootoni",1,NA
"MM",2017,1,"Lapposyrphus lapponicus",1,NA
"MM",2017,1,"Lasioglossum M2",3,NA
"MM",2017,1,"Lasioglossum arcanum species complex",1,NA
"MM",2017,1,"Lasioglossum comulum aff.",2,NA
"MM",2017,1,"Lasioglossum cooleyi",2,NA
"MM",2017,1,"Lasioglossum deludens",1,NA
"MM",2017,1,"Lasioglossum desertum",5,NA
"MM",2017,1,"Lasioglossum egregium",3,NA
"MM",2017,1,"Lasioglossum heterorhinum",28,NA
"MM",2017,1,"Lasioglossum hudsoniellum",4,NA
"MM",2017,1,"Lasioglossum lusorium",9,NA
"MM",2017,1,"Lasioglossum mountain tegulare species group",1,NA
"MM",2017,1,"Lasioglossum obnubilum",1,NA
"MM",2017,1,"Lasioglossum pacatum/viridatulum",3,NA
"MM",2017,1,"Lasioglossum semicaeruleum",21,NA
"MM",2017,1,"Lasioglossum sisymbrii",5,NA
"MM",2017,1,"Lasioglossum sp. 4",1,NA
"MM",2017,1,"Megachile lippiae",1,NA
"MM",2017,1,"Megachile melanophaea rohweri",2,NA
"MM",2017,1,"Melissodes gilensis",2,NA
"MM",2017,1,"Melissodes tristis",105,NA
"MM",2017,1,"Osmia subaustralis",1,NA
"MM",2017,1,"Paragus haemorrhous",1,NA
"MM",2017,1,"Sphecodes sp. a",1,NA
"MM",2017,1,"Sphecodes sp. b",25,NA
"MM",2017,1,"Triepeolus sp. b",11,NA
"MM",2017,1,"Xeromelecta californica",1,NA
"MM",2017,2,"Agapostemon angelicus",34,NA
"MM",2017,2,"Anthidium maculosum",5,NA
"MM",2017,2,"Anthophora californica",1,NA
"MM",2017,2,"Anthophora montana",72,NA
"MM",2017,2,"Anthophora urbana",5,NA
"MM",2017,2,"Apis mellifera",27,NA
"MM",2017,2,"Bombus centralis",12,NA
"MM",2017,2,"Bombus fervidus",1,NA
"MM",2017,2,"Bombus huntii",134,NA
"MM",2017,2,"Chrysotoxum sp. a",1,NA
"MM",2017,2,"Colletes gilensis",2,NA
"MM",2017,2,"Colletes slevini",1,NA
"MM",2017,2,"Copestylum anna",1,NA
"MM",2017,2,"Copestylum avidum",15,NA
"MM",2017,2,"Copestylum haagii",2,NA
"MM",2017,2,"Copestylum lentum",20,NA
"MM",2017,2,"Copestylum marginatum group",2,NA
"MM",2017,2,"Copestylum mexicanum",1,NA
"MM",2017,2,"Copestylum satur",1,NA
"MM",2017,2,"Copestylum violaceum",35,NA
"MM",2017,2,"Dasysyrphus sp. a",2,NA
"MM",2017,2,"Eristalis stipator",22,NA
"MM",2017,2,"Halictus ligatus",3,NA
"MM",2017,2,"Hylaeus wootoni",1,NA
"MM",2017,2,"Lasioglossum M2",2,NA
"MM",2017,2,"Lasioglossum cooleyi",4,NA
"MM",2017,2,"Lasioglossum desertum",3,NA
"MM",2017,2,"Lasioglossum hairy T1",1,NA
"MM",2017,2,"Lasioglossum pacatum/viridatulum",6,NA
"MM",2017,2,"Lasioglossum ruidosense",1,NA
"MM",2017,2,"Lasioglossum ruidosense cf.",1,NA
"MM",2017,2,"Lasioglossum semicaeruleum",3,NA
"MM",2017,2,"Lasioglossum sisymbrii",185,NA
"MM",2017,2,"Lasioglossum sp. e",1,NA
"MM",2017,2,"Lasioglossum trizonatum",1,NA
"MM",2017,2,"Megachile comata",1,NA
"MM",2017,2,"Megachile fidelis",1,NA
"MM",2017,2,"Megachile frigida",1,NA
"MM",2017,2,"Megachile melanophaea rohweri",2,NA
"MM",2017,2,"Megachile subexilis",1,NA
"MM",2017,2,"Melissodes confusus",1,NA
"MM",2017,2,"Melissodes tristis",1,NA
"MM",2017,2,"Osmia juxta",1,NA
"MM",2017,2,"Sphecodes sp. a",11,NA
"MM",2017,2,"Sphecodes sp. b",28,NA
"MM",2017,3,"Agapostemon angelicus",40,NA
"MM",2017,3,"Anthidium maculosum",2,NA
"MM",2017,3,"Anthophora montana",11,NA
"MM",2017,3,"Anthophora terminalis",1,NA
"MM",2017,3,"Anthophora urbana",3,NA
"MM",2017,3,"Apis mellifera",15,NA
"MM",2017,3,"Bombus bifarius",2,NA
"MM",2017,3,"Bombus centralis",4,NA
"MM",2017,3,"Bombus huntii",111,NA
"MM",2017,3,"Bombus rufocinctus",6,NA
"MM",2017,3,"Ceratina nanula",4,NA
"MM",2017,3,"Cheilosia sp. a",1,NA
"MM",2017,3,"Chrysotoxum sp. a",6,NA
"MM",2017,3,"Colletes eulophi",1,NA
"MM",2017,3,"Copestylum anna",5,NA
"MM",2017,3,"Copestylum avidum",9,NA
"MM",2017,3,"Copestylum lentum",2,NA
"MM",2017,3,"Copestylum violaceum",13,NA
"MM",2017,3,"Dasysyrphus sp. a",3,NA
"MM",2017,3,"Eristalis stipator",5,NA
"MM",2017,3,"Eupeodes volucris",1,NA
"MM",2017,3,"Halictus ligatus",2,NA
"MM",2017,3,"Hylaeus annulatus",1,NA
"MM",2017,3,"Lasioglossum M2",1,NA
"MM",2017,3,"Lasioglossum Z17",2,NA
"MM",2017,3,"Lasioglossum aff. perparvum",9,NA
"MM",2017,3,"Lasioglossum comulum",2,NA
"MM",2017,3,"Lasioglossum comulum aff.",4,NA
"MM",2017,3,"Lasioglossum hairy T1",1,NA
"MM",2017,3,"Lasioglossum pacatum/viridatulum",2,NA
"MM",2017,3,"Lasioglossum ruidosense cf.",2,NA
"MM",2017,3,"Lasioglossum semicaeruleum",18,NA
"MM",2017,3,"Lasioglossum sisymbrii",72,NA
"MM",2017,3,"Megachile comata",6,NA
"MM",2017,3,"Megachile frigida",1,NA
"MM",2017,3,"Melissodes tristis",1,NA
"MM",2017,3,"Paragus haemorrhous",1,NA
"MM",2017,3,"Sphecodes sp. a",2,NA
"MM",2017,3,"Sphecodes sp. b",25,NA
"MM",2017,3,"Toxomerus marginatus",1,NA
"MM",2018,1,"Agapostemon angelicus",1,NA
"MM",2018,1,"Anthidium maculosum",3,NA
"MM",2018,1,"Anthophora montana",4,0.5
"MM",2018,1,"Apis mellifera",35,0.310344827586207
"MM",2018,1,"Chrysotoxum sp. a",5,NA
"MM",2018,1,"Colletes gilensis",5,NA
"MM",2018,1,"Colletes skinneri",6,NA
"MM",2018,1,"Copestylum avidum",3,NA
"MM",2018,1,"Copestylum lentum",1,NA
"MM",2018,1,"Copestylum violaceum",7,NA
"MM",2018,1,"Eristalis stipator",7,NA
"MM",2018,1,"Lapposyrphus lapponicus",1,NA
"MM",2018,1,"Lasioglossum aquilae",1,NA
"MM",2018,1,"Lasioglossum desertum",9,NA
"MM",2018,1,"Lasioglossum egregium",1,NA
"MM",2018,1,"Lasioglossum heterorhinum",1,NA
"MM",2018,1,"Lasioglossum semicaeruleum",3,NA
"MM",2018,1,"Megachile comata",3,0.333333333333333
"MM",2018,1,"Megachile fidelis",1,NA
"MM",2018,1,"Megachile frigida",2,0.5
"MM",2018,1,"Megachile mellitarsis",1,NA
"MM",2018,1,"Megachile subexilis",14,0
"MM",2018,1,"Scaeva affinis",5,NA
"MM",2018,1,"Sphecodes sp. b",4,NA
"MM",2018,1,"Syrphus ribesii",1,NA
"MM",2018,2,"Anthidium maculosum",1,NA
"MM",2018,2,"Anthophora montana",1,0
"MM",2018,2,"Apis mellifera",31,0.266666666666667
"MM",2018,2,"Asemosyrphus crandialli",1,NA
"MM",2018,2,"Bombus centralis",3,0
"MM",2018,2,"Bombus huntii",3,0
"MM",2018,2,"Bombus morrisoni",1,1
"MM",2018,2,"Chrysotoxum sp. a",1,NA
"MM",2018,2,"Colletes bryanti",7,NA
"MM",2018,2,"Colletes gilensis",1,NA
"MM",2018,2,"Colletes skinneri",3,0
"MM",2018,2,"Colletes slevini",1,NA
"MM",2018,2,"Copestylum lentum",1,NA
"MM",2018,2,"Copestylum violaceum",2,NA
"MM",2018,2,"Dasysyrphus sp. a",2,NA
"MM",2018,2,"Lapposyrphus lapponicus",1,NA
"MM",2018,2,"Lasioglossum M2",1,NA
"MM",2018,2,"Lasioglossum desertum",1,NA
"MM",2018,2,"Megachile comata",3,0.333333333333333
"MM",2018,2,"Melissodes confusus",1,NA
"MM",2018,2,"Scaeva affinis",4,NA
"MM",2018,2,"Sphecodes sp. a",1,NA
"MM",2018,2,"Sphecodes sp. b",1,NA
"MM",2018,2,"Toxomerus marginatus",1,NA
"MM",2021,1,"Apis mellifera",44,0
"MM",2021,1,"Bombus centralis",2,0
"MM",2021,1,"Colletes gilensis",27,NA
"MM",2021,1,"Dasysyrphus sp. a",1,NA
"MM",2021,1,"Eristalis stipator",1,NA
"MM",2021,1,"Eristalis tenax",1,NA
"MM",2021,1,"Eupeodes spp.",1,NA
"MM",2021,1,"Lapposyrphus lapponicus",5,NA
"MM",2021,1,"Megachile comata",6,NA
"MM",2021,1,"Megachile melanophaea rohweri",2,NA
"MM",2021,1,"Melissodes confusus",3,NA
"MM",2021,1,"Scaeva affinis",1,NA
"MM",2021,1,"Syrphus sp. a",2,NA
"MM",2021,1,"Toxomerus marginatus",1,NA
"MM",2021,2,"Anthidium manicatum",1,NA
"MM",2021,2,"Anthophora urbana",1,NA
"MM",2021,2,"Apis mellifera",89,0
"MM",2021,2,"Bombus centralis",13,0
"MM",2021,2,"Colletes gilensis",7,NA
"MM",2021,2,"Copestylum avidum",1,NA
"MM",2021,2,"Copestylum violaceum",1,NA
"MM",2021,2,"Eristalis stipator",2,NA
"MM",2021,2,"Eupeodes volucris",2,NA
"MM",2021,2,"Lasioglossum semicaeruleum",1,NA
"MM",2021,2,"Megachile comata",4,NA
"MM",2021,2,"Melissodes confusus",6,0
"MM",2021,2,"Sphaerophoria spp",1,NA
"MM",2021,2,"Syrphus sp. a",1,NA
"MM",2021,2,"Toxomerus marginatus",11,NA
"MM",2022,1,"Allograpta obliqua",1,NA
"MM",2022,1,"Apis mellifera",41,NA
"MM",2022,1,"Bombus centralis",75,NA
"MM",2022,1,"Bombus huntii",5,NA
"MM",2022,1,"Copestylum avidum",12,NA
"MM",2022,1,"Didea fuscipes",9,NA
"MM",2022,1,"Eristalis stipator",6,NA
"MM",2022,1,"Lasioglossum desertum",1,NA
"MM",2022,1,"Lasioglossum ruidosense cf.",5,NA
"MM",2022,1,"Megachile",1,NA
"MM",2022,1,"Megachile melanophaea rohweri",1,NA
"MM",2022,1,"Megachile mellitarsis",1,NA
"MM",2022,1,"Syrphus sp. a",3,NA
"PL",2012,1,"Agapostemon angelicus",3,NA
"PL",2012,1,"Allograpta exotica",1,NA
"PL",2012,1,"Anthophora californica",1,NA
"PL",2012,1,"Anthophora montana",28,NA
"PL",2012,1,"Anthophora terminalis",28,NA
"PL",2012,1,"Apis mellifera",85,NA
"PL",2012,1,"Bombus centralis",55,NA
"PL",2012,1,"Cheilosia sp. a",66,NA
"PL",2012,1,"Colletes skinneri",1,NA
"PL",2012,1,"Copestylum avidum",10,NA
"PL",2012,1,"Copestylum lentum",1,NA
"PL",2012,1,"Copestylum marginatum group",6,NA
"PL",2012,1,"Copestylum mexicanum",1,NA
"PL",2012,1,"Copestylum violaceum",7,NA
"PL",2012,1,"Dasysyrphus sp. a",1,NA
"PL",2012,1,"Diadasia diminuta",1,NA
"PL",2012,1,"Dieunomia nevadensis arizonensis",1,NA
"PL",2012,1,"Eristalis stipator",6,NA
"PL",2012,1,"Halictus ligatus",3,NA
"PL",2012,1,"Halictus tripartitus",1,NA
"PL",2012,1,"Lasioglossum desertum",1,NA
"PL",2012,1,"Lasioglossum ruidosense cf.",9,NA
"PL",2012,1,"Lasioglossum semicaeruleum",7,NA
"PL",2012,1,"Lasioglossum sisymbrii",1,NA
"PL",2012,1,"Megachile fidelis",1,NA
"PL",2012,1,"Megachile frigida",23,NA
"PL",2012,1,"Megachile inimica sayi",1,NA
"PL",2012,1,"Megachile melanophaea rohweri",1,NA
"PL",2012,1,"Megachile policaris",1,NA
"PL",2012,1,"Melangyna lasiophthalma",2,NA
"PL",2012,1,"Meligramma guttata",1,NA
"PL",2012,1,"Melissodes confusus",64,NA
"PL",2012,1,"Melissodes gilensis",1,NA
"PL",2012,1,"Melissodes limbus",1,NA
"PL",2012,1,"Melissodes paroselae",1,NA
"PL",2012,1,"Melissodes tristis",3,NA
"PL",2012,1,"Melissodes verbesinarum",2,NA
"PL",2012,1,"Pipizini sp. a",2,NA
"PL",2012,1,"Platycheirus stegnus",1,NA
"PL",2012,1,"Ptilothrix sp. a",1,NA
"PL",2012,1,"Svastra machaerantherae",2,NA
"PL",2012,1,"Svastra sp. a",1,NA
"PL",2012,1,"Tetraloniella lippiae",1,NA
"PL",2012,1,"Xylocopa californica arizonensis",10,NA
"PL",2017,1,"Agapostemon angelicus",5,NA
"PL",2017,1,"Anthophora montana",1,NA
"PL",2017,1,"Anthophora terminalis",1,NA
"PL",2017,1,"Apis mellifera",1,NA
"PL",2017,1,"Bombus centralis",1,NA
"PL",2017,1,"Bombus huntii",1,NA
"PL",2017,1,"Colletes sp. 2",1,NA
"PL",2017,1,"Copestylum avidum",1,NA
"PL",2017,1,"Copestylum lentum",1,NA
"PL",2017,1,"Eristalis stipator",2,NA
"PL",2017,1,"Eupeodes volucris",1,NA
"PL",2017,1,"Hoplitis albifrons",1,NA
"PL",2017,1,"Lasioglossum Z23",1,NA
"PL",2017,1,"Lasioglossum aff. perparvum",1,NA
