"Site","Year","SampleRound","GenusSpecies","Abundance","SpParasitismRate"
"MM",2017,2,"Lasioglossum sisymbrii",169,NA
"MM",2017,2,"Lasioglossum sp. e",1,NA
"MM",2017,2,"Megachile comata",1,NA
"MM",2017,2,"Megachile fidelis",1,NA
"MM",2017,2,"Megachile frigida",1,NA
"MM",2017,2,"Megachile melanophaea rohweri",2,NA
"MM",2017,2,"Megachile subexilis",1,NA
"MM",2017,2,"Pseudopanurgus atricornis",2,NA
"MM",2017,2,"Sphecodes sp. a",7,NA
"MM",2017,2,"Sphecodes sp. b",5,NA
"MM",2017,3,"Agapostemon angelicus",30,NA
"MM",2017,3,"Andrena apacheorum",10,NA
"MM",2017,3,"Andrena sp. 1",1,NA
"MM",2017,3,"Anthidium maculosum",2,NA
"MM",2017,3,"Anthophora montana",9,NA
"MM",2017,3,"Anthophora urbana",2,NA
"MM",2017,3,"Apis mellifera",15,NA
"MM",2017,3,"Bombus bifarius",2,NA
"MM",2017,3,"Bombus centralis",4,NA
"MM",2017,3,"Bombus huntii",109,NA
"MM",2017,3,"Bombus rufocinctus",6,NA
"MM",2017,3,"Cheilosia sp. a",1,NA
"MM",2017,3,"Chrysotoxum sp. a",6,NA
"MM",2017,3,"Colletes eulophi",1,NA
"MM",2017,3,"Copestylum anna",5,NA
"MM",2017,3,"Copestylum avidum",9,NA
"MM",2017,3,"Copestylum lentum",2,NA
"MM",2017,3,"Copestylum violaceum",13,NA
"MM",2017,3,"Dasysyrphus sp. a",3,NA
"MM",2017,3,"Eristalis stipator",5,NA
"MM",2017,3,"Eupeodes volucris",1,NA
"MM",2017,3,"Heterosarus bakeri",2,NA
"MM",2017,3,"Heterosarus neomexicanus",1,NA
"MM",2017,3,"Lasioglossum comulum aff.",1,NA
"MM",2017,3,"Lasioglossum M2",1,NA
"MM",2017,3,"Lasioglossum semicaeruleum",12,NA
"MM",2017,3,"Lasioglossum sisymbrii",64,NA
"MM",2017,3,"Megachile comata",5,NA
"MM",2017,3,"Pseudopanurgus atricornis",19,NA
"MM",2017,3,"Sphecodes sp. a",2,NA
"MM",2017,3,"Sphecodes sp. b",8,NA
"MM",2018,1,"Andrena apacheorum",8,NA
"MM",2018,1,"Andrena argemonis",2,NA
"MM",2018,1,"Anthidium maculosum",3,NA
"MM",2018,1,"Anthophora montana",2,0.5
"MM",2018,1,"Apis mellifera",33,0.482758620689655
"MM",2018,1,"Chrysotoxum sp. a",3,NA
"MM",2018,1,"Copestylum avidum",3,NA
"MM",2018,1,"Copestylum lentum",1,NA
"MM",2018,1,"Copestylum violaceum",7,NA
"MM",2018,1,"Eristalis stipator",7,NA
"MM",2018,1,"Heterosarus bakeri",9,NA
"MM",2018,1,"Heterosarus neomexicanus",5,NA
"MM",2018,1,"Lapposyrphus lapponicus",1,NA
"MM",2018,1,"Lasioglossum desertum",3,NA
"MM",2018,1,"Lasioglossum egregium",1,NA
"MM",2018,1,"Lasioglossum semicaeruleum",3,NA
"MM",2018,1,"Megachile comata",3,0.333333333333333
"MM",2018,1,"Megachile fidelis",1,NA
"MM",2018,1,"Megachile frigida",2,1
"MM",2018,1,"Megachile mellitarsis",1,NA
"MM",2018,1,"Megachile subexilis",14,0
"MM",2018,1,"Pseudopanurgus atricornis",4,NA
"MM",2018,1,"Scaeva affinis",5,NA
"MM",2018,1,"Sphecodes sp. b",2,NA
"MM",2018,1,"Syrphus ribesii",1,NA
"MM",2018,2,"Andrena apacheorum",14,NA
"MM",2018,2,"Anthidium maculosum",1,NA
"MM",2018,2,"Anthophora montana",1,0
"MM",2018,2,"Apis mellifera",32,0.516129032258065
"MM",2018,2,"Asemosyrphus crandialli",1,NA
"MM",2018,2,"Bombus centralis",3,0.666666666666667
"MM",2018,2,"Bombus huntii",3,0.333333333333333
"MM",2018,2,"Bombus morrisoni",1,1
"MM",2018,2,"Chrysotoxum sp. a",1,NA
"MM",2018,2,"Copestylum lentum",1,NA
"MM",2018,2,"Copestylum violaceum",2,NA
"MM",2018,2,"Dasysyrphus sp. a",2,NA
"MM",2018,2,"Heterosarus neomexicanus",1,NA
"MM",2018,2,"Lasioglossum desertum",1,NA
"MM",2018,2,"Lasioglossum M2",1,NA
"MM",2018,2,"Megachile comata",3,0.333333333333333
"MM",2018,2,"Protandrena sp. c",1,NA
"MM",2018,2,"Pseudopanurgus atricornis",15,NA
"MM",2018,2,"Scaeva affinis",2,NA
"MM",2018,2,"Sphecodes sp. a",1,NA
"MM",2018,2,"Toxomerus marginatus",1,NA
"PL",2012,1,"Agapostemon angelicus",3,NA
"PL",2012,1,"Allograpta exotica",1,NA
"PL",2012,1,"Andrena apacheorum",63,NA
"PL",2012,1,"Anthophora californica",1,NA
"PL",2012,1,"Anthophora montana",28,NA
"PL",2012,1,"Anthophora terminalis",28,NA
"PL",2012,1,"Apis mellifera",85,NA
"PL",2012,1,"Bombus centralis",55,NA
"PL",2012,1,"Cheilosia sp. a",66,NA
"PL",2012,1,"Colletes skinneri",1,NA
"PL",2012,1,"Copestylum avidum",10,NA
"PL",2012,1,"Copestylum lentum",1,NA
"PL",2012,1,"Copestylum marginatum",6,NA
"PL",2012,1,"Copestylum mexicana",1,NA
"PL",2012,1,"Copestylum violaceum",7,NA
"PL",2012,1,"Dasysyrphus sp. a",1,NA
"PL",2012,1,"Diadasia diminuta",1,NA
"PL",2012,1,"Dieunomia nevadensis arizonensis",1,NA
"PL",2012,1,"Eristalis stipator",6,NA
"PL",2012,1,"Halictus ligatus",3,NA
"PL",2012,1,"Halictus tripartitus",1,NA
"PL",2012,1,"Heterosarus neomexicanus",1,NA
"PL",2012,1,"Lasioglossum desertum",1,NA
"PL",2012,1,"Lasioglossum ruidosense cf.",9,NA
"PL",2012,1,"Lasioglossum semicaeruleum",7,NA
"PL",2012,1,"Lasioglossum sisymbrii",1,NA
"PL",2012,1,"Megachile fidelis",1,NA
"PL",2012,1,"Megachile frigida",23,NA
"PL",2012,1,"Megachile inimica sayi",1,NA
"PL",2012,1,"Megachile melanophaea rohweri",1,NA
"PL",2012,1,"Megachile policaris",1,NA
"PL",2012,1,"Melangyna lasiophthalma",2,NA
"PL",2012,1,"Meligramma guttata",1,NA
"PL",2012,1,"Melissodes confusa",60,NA
"PL",2012,1,"Melissodes gilensis",1,NA
"PL",2012,1,"Melissodes limbus",1,NA
"PL",2012,1,"Melissodes paroselae",1,NA
"PL",2012,1,"Melissodes tristis",3,NA
"PL",2012,1,"Melissodes verbesinarum",2,NA
"PL",2012,1,"Pipizini sp. a",2,NA
"PL",2012,1,"Platycheirus stegnus",1,NA
"PL",2012,1,"Pseudopanurgus porterae",14,NA
"PL",2012,1,"Ptilothrix sp. a",1,NA
"PL",2012,1,"Svastra machaerantherae",2,NA
"PL",2012,1,"Svastra sp. a",1,NA
"PL",2012,1,"Tetraloniella lippiae",1,NA
"PL",2012,1,"Xylocopa californica arizonensis",10,NA
"PL",2017,1,"Bombus centralis",1,NA
"PL",2017,1,"Colletes sp. 2",1,NA
"PL",2017,1,"Eupeodes volucris",1,NA
"PL",2017,1,"Lasioglossum comulum aff.",1,NA
"PL",2017,1,"Lasioglossum desertum",2,NA
"PL",2017,1,"Lasioglossum n. sp. (deludens MS)",1,NA
"PL",2017,1,"Lasioglossum sisymbrii",2,NA
"PL",2017,1,"Toxomerus marginatus",1,NA
"PL",2018,1,"Apis mellifera",24,0.625
"PL",2018,1,"Bombus centralis",3,0.333333333333333
"PL",2018,1,"Bombus morrisoni",4,0.75
"PL",2018,1,"Halictus ligatus",1,NA
"PL",2018,1,"Lasioglossum ruidosense cf.",1,NA
"PL",2018,1,"Megachile frigida",5,0.8
"PL",2018,1,"Paragus haemorrhous",1,NA
"PL",2018,1,"Pseudopanurgus porterae",17,NA
"PL",2018,1,"Scaeva affinis",1,NA
"PL",2018,2,"Agapostemon angelicus",1,1
"PL",2018,2,"Apis mellifera",23,0.347826086956522
"PL",2018,2,"Bombus centralis",1,0
"PL",2018,2,"Bombus flavifrons",5,0.2
"PL",2018,2,"Lasioglossum ruidosense cf.",1,NA
"PL",2018,2,"Syrphus sonorensis",1,NA
"SC",2012,1,"Agapostemon angelicus",69,NA
"SC",2012,1,"Allograpta obliqua",1,NA
"SC",2012,1,"Andrena apacheorum",5,NA
"SC",2012,1,"Andrena segregans",1,NA
"SC",2012,1,"Anthophora montana",45,NA
"SC",2012,1,"Bombus centralis",1,NA
"SC",2012,1,"Bombus fervidus",8,NA
"SC",2012,1,"Bombus flavifrons",18,NA
"SC",2012,1,"Bombus huntii",70,NA
"SC",2012,1,"Bombus morrisoni",1,NA
"SC",2012,1,"Bombus nevadensis",14,NA
"SC",2012,1,"Chamaesyrphus willistoni",6,NA
"SC",2012,1,"Cheilosia sp. a",2,NA
"SC",2012,1,"Chrysotoxum sp. a",4,NA
"SC",2012,1,"Colletes gilensis",1,NA
"SC",2012,1,"Colletes slevini",5,NA
"SC",2012,1,"Copestylum anna",2,NA
"SC",2012,1,"Copestylum avidum",57,NA
"SC",2012,1,"Copestylum comstocki",1,NA
"SC",2012,1,"Copestylum lentum",56,NA
"SC",2012,1,"Copestylum mexicana",1,NA
"SC",2012,1,"Dasysyrphus sp. a",12,NA
"SC",2012,1,"Dianthidium cressonii",1,NA
"SC",2012,1,"Dufourea maura",5,NA
"SC",2012,1,"Eristalis arbustorum",1,NA
"SC",2012,1,"Eristalis stipator",26,NA
"SC",2012,1,"Eristalis tenax",1,NA
"SC",2012,1,"Eupeodes volucris",3,NA
"SC",2012,1,"Halictus farinosus",3,NA
"SC",2012,1,"Halictus ligatus",2,NA
"SC",2012,1,"Halictus tripartitus",5,NA
"SC",2012,1,"Hylaeus annulatus",5,NA
"SC",2012,1,"Lasioglossum cinctipes",1,NA
"SC",2012,1,"Lasioglossum cooleyi",1,NA
"SC",2012,1,"Lasioglossum diatretum",2,NA
"SC",2012,1,"Lasioglossum lusorium",1,NA
"SC",2012,1,"Lasioglossum manitouellum",4,NA
"SC",2012,1,"Lasioglossum occultum cf.",18,NA
"SC",2012,1,"Lasioglossum ruficorne",2,NA
"SC",2012,1,"Lasioglossum ruidosense cf.",16,NA
"SC",2012,1,"Lasioglossum semicaeruleum",58,NA
"SC",2012,1,"Lasioglossum sisymbrii",159,NA
"SC",2012,1,"Lasioglossum sp. 2",1,NA
"SC",2012,1,"Lasioglossum sp. s",1,NA
"SC",2012,1,"Lejops polygrammus",1,NA
"SC",2012,1,"Megachile comata",1,NA
"SC",2012,1,"Megachile fidelis",2,NA
"SC",2012,1,"Melissodes confusa",7,NA
"SC",2012,1,"Melissodes grindeliae",2,NA
"SC",2012,1,"Melissodes menuachus",1,NA
"SC",2012,1,"Melissodes pallidisignata",2,NA
"SC",2012,1,"Melissodes sp. c",1,NA
"SC",2012,1,"Platycheirus stegnus",2,NA
"SC",2012,1,"Pseudopanurgus atricornis",177,NA
"SC",2012,1,"Sphecodes sp. a",7,NA
"SC",2012,1,"Sphecodes sp. b",44,NA
"SC",2012,1,"Triepeolus sp. c",1,NA
"SC",2017,1,"Agapostemon angelicus",2,NA
"SC",2017,1,"Andrena sp. 2",1,NA
"SC",2017,1,"Anthophora montana",6,NA
"SC",2017,1,"Asemosyrphus polygrammus",1,NA
"SC",2017,1,"Bombus huntii",4,NA
"SC",2017,1,"Bombus nevadensis",16,NA
"SC",2017,1,"Colletes wootoni",1,NA
"SC",2017,1,"Copestylum avidum",1,NA
"SC",2017,1,"Copestylum lentum",4,NA
"SC",2017,1,"Dasysyrphus sp. a",1,NA
"SC",2017,1,"Eristalis arbustorum",3,NA
"SC",2017,1,"Eristalis stipator",12,NA
"SC",2017,1,"Eristalis tenax",1,NA
"SC",2017,1,"Eupeodes volucris",2,NA
"SC",2017,1,"Halictus ligatus",3,NA
"SC",2017,1,"Halictus tripartitus",5,NA
"SC",2017,1,"Heriades cressoni",1,NA
"SC",2017,1,"Lasioglossum lusorium",1,NA
"SC",2017,1,"Lasioglossum ruidosense cf.",4,NA
"SC",2017,1,"Lasioglossum semicaeruleum",3,NA
"SC",2017,1,"Lasioglossum sisymbrii",3,NA
"SC",2017,1,"Lasioglossum sp. 2",1,NA
"SC",2017,1,"Lasioglossum sp. s",2,NA
"SC",2017,1,"Megachile melanophaea",10,NA
"SC",2017,1,"Megachile melanophaea rohweri",47,NA
"SC",2017,1,"Nomada sp. c",1,NA
"SC",2017,1,"Osmia inurbana",1,NA
"SC",2017,1,"Perdita fallax",1,NA
"SC",2017,1,"Sphecodes sp. b",14,NA
"SC",2017,1,"Toxomerus marginatus",2,NA
"SC",2017,2,"Agapostemon angelicus",49,NA
"SC",2017,2,"Anthophora montana",19,NA
"SC",2017,2,"Anthophora terminalis",2,NA
"SC",2017,2,"Bombus centralis",3,NA
"SC",2017,2,"Bombus huntii",88,NA
"SC",2017,2,"Bombus nevadensis",19,NA
"SC",2017,2,"Colletes gilensis",1,NA
"SC",2017,2,"Copestylum lentum",4,NA
"SC",2017,2,"Eristalis stipator",20,NA
"SC",2017,2,"Eristalis tenax",1,NA
"SC",2017,2,"Eupeodes volucris",1,NA
"SC",2017,2,"Halictus ligatus",2,NA
"SC",2017,2,"Hoplitis albifrons",2,NA
"SC",2017,2,"Lasioglossum lusorium",1,NA
"SC",2017,2,"Lasioglossum semicaeruleum",8,NA
"SC",2017,2,"Lasioglossum sisymbrii",52,NA
"SC",2017,2,"Lasioglossum sp. 2",8,NA
"SC",2017,2,"Lasioglossum sp. s",3,NA
"SC",2017,2,"Megachile comata",2,NA
"SC",2017,2,"Megachile fidelis",2,NA
"SC",2017,2,"Megachile frigida",1,NA
"SC",2017,2,"Megachile melanophaea",2,NA
"SC",2017,2,"Megachile melanophaea rohweri",17,NA
"SC",2017,2,"Megachile proxima",1,NA
"SC",2017,2,"Megachile relativa",2,NA
"SC",2017,2,"Melissodes tristis",2,NA
"SC",2017,2,"Osmia albolateralis",1,NA
"SC",2017,2,"Pseudopanurgus atricornis",4,NA
"SC",2017,2,"Sphecodes sp. a",3,NA
"SC",2017,2,"Sphecodes sp. b",29,NA
"SC",2017,3,"Agapostemon angelicus",37,NA
"SC",2017,3,"Anthophora montana",27,NA
"SC",2017,3,"Bombus centralis",3,NA
"SC",2017,3,"Bombus flavifrons",1,NA
"SC",2017,3,"Bombus huntii",7,NA
"SC",2017,3,"Bombus nevadensis",1,NA
"SC",2017,3,"Colletes gilensis",1,NA
"SC",2017,3,"Dasysyrphus sp. a",1,NA
"SC",2017,3,"Didea fuscipes",1,NA
"SC",2017,3,"Dufourea maura",9,NA
"SC",2017,3,"Eristalis stipator",4,NA
"SC",2017,3,"Eupeodes volucris",2,NA
"SC",2017,3,"Halictus ligatus",5,NA
"SC",2017,3,"Heriades cressoni",1,NA
"SC",2017,3,"Heterosarus bakeri",1,NA
"SC",2017,3,"Lasioglossum lusorium",2,NA
"SC",2017,3,"Lasioglossum M2",1,NA
"SC",2017,3,"Lasioglossum ruidosense cf.",1,NA
"SC",2017,3,"Lasioglossum semicaeruleum",19,NA
"SC",2017,3,"Lasioglossum sisymbrii",53,NA
"SC",2017,3,"Lasioglossum sp. 2",1,NA
"SC",2017,3,"Lasioglossum sp. s",1,NA
"SC",2017,3,"Megachile frigida",2,NA
"SC",2017,3,"Megachile melanophaea rohweri",2,NA
"SC",2017,3,"Melissodes confusa",2,NA
"SC",2017,3,"Pseudopanurgus atricornis",50,NA
"SC",2017,3,"Scaeva affinis",1,NA
"SC",2017,3,"Sphecodes sp. b",21,NA
"SC",2018,1,"Agapostemon angelicus",15,NA
"SC",2018,1,"Andrena apacheorum",1,NA
"SC",2018,1,"Anthophora montana",7,0.857142857142857
"SC",2018,1,"Bombus centralis",3,1
"SC",2018,1,"Bombus huntii",49,0.979166666666667
"SC",2018,1,"Copestylum lentum",1,NA
"SC",2018,1,"Dufourea maura",4,NA
"SC",2018,1,"Halictus ligatus",2,NA
"SC",2018,1,"Heriades cressoni",1,NA
"SC",2018,1,"Heterosarus bakeri",1,NA
"SC",2018,1,"Lasioglossum lusorium",1,NA
"SC",2018,1,"Lasioglossum ruidosense cf.",1,NA
"SC",2018,1,"Lasioglossum semicaeruleum",4,NA
"SC",2018,1,"Lasioglossum sisymbrii",1,NA
"SC",2018,1,"Megachile fidelis",1,NA
"SC",2018,1,"Megachile frigida",1,0
"SC",2018,1,"Megachile melanophaea rohweri",1,0
"SC",2018,1,"Neocnemodon sp. a",1,NA
"SC",2018,1,"Pseudopanurgus atricornis",29,NA
"SC",2018,1,"Pseudopanurgus piercei",1,NA
"SC",2018,1,"Sphecodes sp. b",7,NA
"SC",2018,1,"Syrphus sonorensis",1,NA
"SC",2018,1,"Toxomerus marginatus",1,NA
"SC",2018,2,"Agapostemon angelicus",6,NA
"SC",2018,2,"Andrena apacheorum",7,NA
"SC",2018,2,"Bombus flavifrons",1,1
"SC",2018,2,"Bombus huntii",1,0
"SC",2018,2,"Diadasia diminuta",1,NA
"SC",2018,2,"Halictus ligatus",1,NA
"SC",2018,2,"Heterosarus bakeri",1,NA
"SC",2018,2,"Lapposyrphus lapponicus",1,NA
"SC",2018,2,"Lasioglossum desertum",1,NA
"SC",2018,2,"Megachile comata",1,1
"SC",2018,2,"Megachile frigida",2,0
"SC",2018,2,"Parasyrphus relictus",2,NA
"SC",2018,2,"Pseudopanurgus atricornis",1,NA
"SC",2018,2,"Scaeva affinis",1,NA
"SC",2018,2,"Syrphus ribesii",1,NA
"SM",2017,1,"Agapostemon angelicus",2,NA
"SM",2017,1,"Andrena birtwelli",8,NA
"SM",2017,1,"Anthophora montana",1,NA
"SM",2017,1,"Asemosyrphus polygrammus",1,NA
"SM",2017,1,"Bombus centralis",5,NA
"SM",2017,1,"Bombus fervidus",1,NA
"SM",2017,1,"Chrysotoxum sp. a",1,NA
"SM",2017,1,"Copestylum lentum",19,NA
"SM",2017,1,"Dasysyrphus sp. a",3,NA
"SM",2017,1,"Didea fuscipes",1,NA
"SM",2017,1,"Eristalis stipator",4,NA
"SM",2017,1,"Hammerschmidtia rufa",1,NA
"SM",2017,1,"Hoplitis fulgida",1,NA
"SM",2017,1,"Lasioglossum egregium",1,NA
"SM",2017,1,"Lasioglossum lusorium",1,NA
"SM",2017,1,"Lasioglossum ruidosense cf.",1,NA
"SM",2017,1,"Lasioglossum semicaeruleum",1,NA
"SM",2017,1,"Lasioglossum sisymbrii",16,NA
"SM",2017,1,"Megachile melanophaea rohweri",26,NA
"SM",2017,1,"Neocnemodon sp. a",1,NA
"SM",2017,1,"Osmia longula",1,NA
"SM",2017,1,"Scaeva affinis",1,NA
"SM",2017,1,"Syrphus opinator",1,NA
"SM",2017,1,"Syrphus ribesii",1,NA
"SM",2018,1,"Agapostemon angelicus",1,NA
"SM",2018,1,"Andrena argemonis",1,NA
"SM",2018,1,"Anthidium maculosum",3,NA
"SM",2018,1,"Anthophora montana",17,0.833333333333333
"SM",2018,1,"Anthophora urbana",3,1
"SM",2018,1,"Bombus centralis",7,1
"SM",2018,1,"Bombus flavifrons",3,0.666666666666667
"SM",2018,1,"Copestylum lentum",1,NA
"SM",2018,1,"Dufourea maura",1,NA
"SM",2018,1,"Eristalis hirta",1,NA
"SM",2018,1,"Eristalis tenax",1,NA
"SM",2018,1,"Heterosarus bakeri",2,NA
"SM",2018,1,"Lapposyrphus lapponicus",4,NA
"SM",2018,1,"Lasioglossum ruidosense cf.",7,NA
"SM",2018,1,"Lasioglossum sisymbrii",3,NA
"SM",2018,1,"Megachile comata",1,0
"SM",2018,1,"Megachile melanophaea rohweri",1,NA
"SM",2018,1,"Pseudopanurgus atricornis",3,NA
"SM",2018,1,"Scaeva affinis",3,NA
"SM",2018,2,"Agapostemon angelicus",1,NA
"SM",2018,2,"Andrena apacheorum",3,NA
"SM",2018,2,"Anthidium maculosum",13,NA
"SM",2018,2,"Anthophora montana",2,1
"SM",2018,2,"Anthophora urbana",3,0.666666666666667
"SM",2018,2,"Asemosyrphus polygrammus",1,NA
"SM",2018,2,"Chrysotoxum sp. a",1,NA
"SM",2018,2,"Didea fuscipes",1,NA
"SM",2018,2,"Eristalis stipator",1,NA
"SM",2018,2,"Heterosarus bakeri",1,NA
"SM",2018,2,"Lapposyrphus lapponicus",1,NA
"SM",2018,2,"Lasioglossum M2",2,NA
"SM",2018,2,"Lasioglossum ruidosense cf.",4,NA
"SM",2018,2,"Megachile comata",2,1
"SM",2018,2,"Paragus haemorrhous",2,NA
"SM",2018,2,"Syrphus sonorensis",1,NA
"SM",2018,2,"Triepeolus sp. a",1,NA
"SS",2017,1,"Agapostemon angelicus",1,NA
"SS",2017,1,"Apis mellifera",2,NA
"SS",2017,1,"Bombus huntii",5,NA
"SS",2017,1,"Colletes wootoni",1,NA
"SS",2017,1,"Copestylum satur",1,NA
"SS",2017,1,"Copestylum violaceum",11,NA
"SS",2017,1,"Eristalis stipator",9,NA
"SS",2017,1,"Eupeodes volucris",1,NA
"SS",2017,1,"Halictus ligatus",1,NA
"SS",2017,1,"Heriades cressoni",1,NA
"SS",2017,1,"Lapposyrphus lapponicus",1,NA
"SS",2017,1,"Lasioglossum ruidosense cf.",2,NA
"SS",2017,1,"Megachile relativa",1,NA
"SS",2017,1,"Syrphus opinator",2,NA
"UK",2017,1,"Agapostemon angelicus",1,NA
"UK",2017,1,"Bombus huntii",39,NA
"VC",2017,1,"Andrena costillensis",5,NA
"VC",2017,1,"Andrena sp. 1",1,NA
"VC",2017,1,"Bombus bifarius",4,NA
"VC",2017,1,"Dufourea maura",3,NA
"VC",2017,1,"Eupeodes snowi",1,NA
"VC",2017,1,"Lasioglossum comulum aff.",1,NA
"VC",2017,1,"Lasioglossum semicaeruleum",1,NA
"VC",2017,1,"Lasioglossum sisymbrii",1,NA
"VC",2017,1,"Lasioglossum viridatum species group",2,NA
"VC",2017,1,"Megachile subexilis",1,NA
"VC",2017,1,"Pseudopanurgus atricornis",57,NA
"VC",2017,1,"Sphecodes sp. a",1,NA
