"UniqueID","TempID","GenID","Order","Family","Genus","SubGenus","Species","SubSpecies","Sex","Site","Collector","SampleDay","SampleRound","Date","Dos","FieldPlantID","FinalPlantSp","PlantFamily","DateDetermined","Determiner","Author"
"MM_080212_201","201","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","m","MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080212_282","282","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080212_285","285","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","m","MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080212_315","315","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080212_316","316","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","m","MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080212_326","326","blue","Lepidoptera","Lycaenidae","Hemiargus",NA,"isola","","","MM","LCP",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",2013,"L.Ponisio","Reakirt"
"MM_080212_108","108","wasp",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_167","167","bombyliid",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_202","202","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_203","203","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_204","204","wasp",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_205","205","wasp",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_206","206","wasp",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_217","217","skipper",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_283","283","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_284","284","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_286","286","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","semicaeruleum","","f","MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cockerell"
"MM_080212_288","288","wasp",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_289","289","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_290","290","bombyliid",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_291","291","wasp",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_317","317","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_400","400","skipper",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080212_287","287","syrphid","Diptera","Syrphidae","Copestylum",NA,"avidum","","","MM","HLS",3,3,"8/2/12",23,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Sacken"
"MM_080312_34","34","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080312_35","35","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080312_110","110","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","LCP",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080312_33","33","bee","Hymenoptera","Apidae","Diadasia","","diminuta","","f","MM","HLS",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080312_210","210","blue","Lepidoptera","Lycaenidae","Leptotes",NA,"marina","","","MM","LCP",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",2013,"L.Ponisio","Reakirt"
"MM_080312_36","36","bombyliid",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080312_37","37","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080312_38","38","wasp",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080312_39","39","syrphid","Diptera","Syrphidae","Copestylum",NA,"avidum","","","MM","HLS",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Sacken"
"MM_080312_109","109","syrphid","Diptera","Syrphidae","Copestylum",NA,"avidum","","","MM","LCP",4,4,"8/3/12",24,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Sacken"
"MM_080412_69","69","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080412_70","70","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080412_71","71","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080412_72","72","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080412_73","73","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080412_115","115","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080412_236","236","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080412_237","237","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"J.S. Ascher","Cresson"
"MM_080412_64","64","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_65","65","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_66","66","fly",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_74","74","wasp",NA,NA,NA,NA,NA,NA,NA,"MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_116","116","bombyliid",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_117","117","bombyliid",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_158","158","fly",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_159","159","fly",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_163","163","bee",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_165","165","fly",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_166","166","bombyliid",NA,NA,NA,NA,NA,NA,NA,"MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",NA,NA,NA
"MM_080412_67","67","syrphid","Diptera","Syrphidae","Copestylum",NA,"avidum","","","MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Sacken"
"MM_080412_68","68","syrphid","Diptera","Syrphidae","Copestylum",NA,"avidum","","","MM","HLS",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Sacken"
"MM_080412_164","164","syrphid","Diptera","Syrphidae","Copestylum",NA,"avidum","","","MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Sacken"
"MM_080412_118","118","syrphid","Diptera","Syrphidae","Copestylum",NA,"lentum","","","MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Williston"
"MM_080412_160","160","syrphid","Diptera","Syrphidae","Copestylum",NA,"lentum","","","MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Williston"
"MM_080412_161","161","syrphid","Diptera","Syrphidae","Copestylum",NA,"lentum","","","MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Williston"
"MM_080412_162","162","syrphid","Diptera","Syrphidae","Copestylum",NA,"lentum","","","MM","LCP",5,5,"8/4/12",25,"erigeron","Erigeron formosissimus","Asteraceae",2013,"M. Hauser","Williston"
"JC_071112_5","5","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071112_15","15","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071112_17","17","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071112_4","4","bumble bee","Hymenoptera","Apidae","Bombus","","rufocinctus","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071112_12","12","bumble bee","Hymenoptera","Apidae","Bombus","","rufocinctus","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071112_20","20","bumble bee","Hymenoptera","Apidae","Bombus","","rufocinctus","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071112_1","1","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","m","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cockerell"
"JC_071112_9","9","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","m","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cockerell"
"JC_071112_21","21","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cockerell"
"JC_071112_2","2","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071112_3","3","small dark bee",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071112_10","10","fly",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071112_11","11","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071112_13","13","fly",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071112_14","14","bee",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071112_16","16","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071112_18","18","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071112_19","19","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071112_22","22","fly",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071112_23","23","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","JC","LCP",1,1,"7/11/12",1,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cresson"
"JC_071212_6","6","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_20","20","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_31","31","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_40","40","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_43","43","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_44","44","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_57","57","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_65","65","bumble bee","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_81","81","wasp","Hymenoptera","Apidae","Bombus","","bifarius","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_84","84","bumble bee","Hymenoptera","Apidae","Bombus","","flavifrons","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_83","83","bumble bee","Hymenoptera","Apidae","Bombus","","huntii","","m","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Greene"
"JC_071212_13","13","bumble bee","Hymenoptera","Apidae","Bombus","","rufocinctus","","f","JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"R.W. Thorp","Cresson"
"JC_071212_49","49","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","m","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cockerell"
"JC_071212_64","64","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cockerell"
"JC_071212_72","72","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cockerell"
"JC_071212_74","74","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","m","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cockerell"
"JC_071212_125","125","skipper","Lepidoptera","Hesperiidae","Garisma",NA,"garita","","","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"L.Ponisio","Reakirt"
"JC_071212_4","4","wasp",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_5","5","fly",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_9","9","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cresson"
"JC_071212_11","11","wasp",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_12","12","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_14","14","fly",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_15","15","fly",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_19","19","wasp",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_21","21","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071212_22","22","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_27","27","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071212_28","28","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071212_29","29","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","HLS",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_33","33","bee",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_35","35","fly",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_41","41","bee",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_46","46","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_48","48","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_55","55","wasp",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_56","56","beetle",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_58","58","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071212_61","61","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_62","62","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_66","66","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_73","73","bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","aquilae","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher",""
"JC_071212_75","75","bee",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_78","78","wasp",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_79","79","wasp",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_80","80","wasp",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_82","82","wasp",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_85","85","bombyliid",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_86","86","small dark bee","Hymenoptera","Halictidae","Lasioglossum","Dialictus","ruidosense","","f","JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",2013,"J.S. Ascher","Cockerell"
"JC_071212_87","87","fly",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
"JC_071212_88","88","fly",NA,NA,NA,NA,NA,NA,NA,"JC","LCP",2,1,"7/12/12",2,"Erigeron subtrinervis","Erigeron subtrinervis","Asteraceae",NA,NA,NA
